territori,tipus_de_territori,anys,sense estudis_espanya,sense estudis_resta de la unio europea,sense estudis_resta del mon,"estudis primaris, certificat d'escolaritat, egb_espanya","estudis primaris, certificat d'escolaritat, egb_resta de la unio europea","estudis primaris, certificat d'escolaritat, egb_resta del mon","batxillerat elemental, graduat escolar, eso, fpi_espanya","batxillerat elemental, graduat escolar, eso, fpi_resta de la unio europea","batxillerat elemental, graduat escolar, eso, fpi_resta del mon","batxillerat superior, bup, cou, fpii, cfgm grau mitja_espanya","batxillerat superior, bup, cou, fpii, cfgm grau mitja_resta de la unio europea","batxillerat superior, bup, cou, fpii, cfgm grau mitja_resta del mon","estudis universitaris, cfgs grau superior_espanya","estudis universitaris, cfgs grau superior_resta de la unio europea","estudis universitaris, cfgs grau superior_resta del mon"
sarria,barri,2002,945,7,13,1971,14,75,2288,44,81,5224,177,210,6634,274,334
sarria,barri,2003,907,6,10,1843,18,105,2306,52,127,5218,194,280,6687,331,469
sarria,barri,2004,829,6,15,1754,24,123,2308,59,140,5048,205,345,6734,411,547
sarria,barri,2005,805,6,16,1672,25,146,2295,57,154,4917,226,382,6789,462,623
sarria,barri,2006,767,7,15,1580,24,161,2289,61,191,4765,232,378,6773,496,640
sarria,barri,2007,720,6,10,1512,29,146,2280,78,171,4661,274,273,6829,590,534
sarria,barri,2008,755,6,7,1490,31,126,2284,89,187,4584,280,256,6959,677,569
sarria,barri,2009,714,7,7,1421,37,149,2288,81,177,4514,289,263,7059,732,619
sarria,barri,2010,624,5,8,1328,31,151,2331,67,173,4723,254,251,7279,718,564
sarria,barri,2011,542,NA,7,1277,31,143,2374,61,179,4837,233,241,7545,704,571
sarria,barri,2012,468,NA,10,1200,35,147,2408,74,188,5209,249,244,7787,754,611
sarria,barri,2013,438,5,12,1168,36,144,2373,85,171,5156,261,235,7935,823,632
sarria,barri,2014,417,5,14,1117,44,141,2366,85,151,5063,271,220,8120,844,603
sarria,barri,2015,381,7,10,1099,50,118,2342,79,130,5032,282,206,8345,812,583
sarria,barri,2016,222,NA,7,1323,60,131,2202,71,124,5036,277,246,8487,833,567
sarria,barri,2017,197,NA,7,1285,61,139,2232,81,168,5007,266,262,8535,852,657
sarria,barri,2018,173,NA,5,1237,65,151,2232,93,199,4870,248,280,8640,868,716
sarria,barri,2019,157,NA,NA,1149,73,177,2132,101,201,4710,265,310,8720,963,756
sarria,barri,2020,149,NA,6,1088,70,164,2216,110,239,4640,266,325,8853,997,784
sarria,barri,2021,133,NA,NA,1068,64,175,2158,98,257,4592,251,370,8788,889,895
sarria,barri,2022,122,NA,NA,1051,64,166,2166,112,256,4561,280,313,8881,931,883
sarria,barri,2023,116,NA,NA,1026,69,175,2216,100,265,4358,283,381,9009,966,1007
les tres torres,barri,1997,443,NA,6,1244,16,14,1187,15,11,3212,86,39,4559,91,53
les tres torres,barri,1998,421,NA,6,1215,15,12,1186,15,13,3259,96,44,4636,103,58
les tres torres,barri,1999,394,NA,NA,1197,14,18,1186,15,14,3262,98,43,4686,109,69
les tres torres,barri,2000,379,NA,NA,1135,15,19,1164,15,16,3251,96,41,4706,125,81
les tres torres,barri,2001,348,NA,NA,1107,15,26,1153,16,20,3220,99,69,4774,142,131
les tres torres,barri,2002,319,NA,12,901,15,45,1161,27,46,3771,136,115,5092,190,174
les tres torres,barri,2003,300,NA,15,832,14,64,1219,30,77,3765,154,150,5125,218,242
les tres torres,barri,2004,264,NA,13,781,13,65,1214,25,77,3606,147,166,5132,244,305
les tres torres,barri,2005,254,NA,10,748,13,78,1245,30,91,3536,148,202,5102,281,362
les tres torres,barri,2006,250,NA,6,717,13,107,1249,28,123,3412,157,224,5070,304,351
les tres torres,barri,2007,248,NA,5,684,18,92,1265,40,104,3326,159,188,5109,337,261
les tres torres,barri,2008,303,NA,NA,668,21,88,1254,43,107,3228,173,185,5177,364,260
les tres torres,barri,2009,290,NA,NA,606,20,110,1258,42,128,3186,167,219,5224,369,321
les tres torres,barri,2010,243,NA,NA,561,19,108,1266,34,124,3365,144,217,5401,357,293
les tres torres,barri,2011,194,NA,NA,537,16,108,1305,32,122,3412,129,234,5521,318,315
les tres torres,barri,2012,149,NA,NA,522,11,100,1331,27,114,3755,128,247,5676,313,357
les tres torres,barri,2013,133,NA,NA,491,12,107,1331,27,112,3742,126,223,5801,326,387
les tres torres,barri,2014,128,NA,NA,469,15,95,1307,31,120,3703,133,268,5934,325,389
les tres torres,barri,2015,124,NA,NA,465,16,90,1290,26,133,3742,129,347,6112,334,381
les tres torres,barri,2016,64,NA,NA,583,20,85,1194,18,90,3754,119,214,6238,326,329
les tres torres,barri,2017,58,NA,NA,572,21,81,1229,23,92,3731,134,259,6322,343,382
les tres torres,barri,2018,50,NA,NA,525,23,70,1255,22,109,3622,130,257,6450,342,381
les tres torres,barri,2019,41,NA,NA,487,28,83,1172,27,132,3536,142,227,6526,372,397
les tres torres,barri,2020,38,NA,NA,458,30,89,1276,36,135,3466,143,238,6533,368,418
les tres torres,barri,2021,31,NA,NA,469,28,85,1251,28,122,3399,118,249,6495,354,490
les tres torres,barri,2022,28,NA,NA,448,24,84,1206,30,135,3320,114,185,6517,372,508
les tres torres,barri,2023,25,NA,NA,446,23,101,1280,34,142,3135,117,223,6544,411,596
sant gervasi-la bonanova,barri,1997,1067,5,12,2330,19,11,2195,24,33,5394,107,47,6852,122,84
sant gervasi-la bonanova,barri,1998,1002,6,11,2295,19,10,2213,25,29,5472,114,58,6950,134,80
sant gervasi-la bonanova,barri,1999,934,6,11,2238,22,18,2161,28,31,5476,115,59,6998,144,94
sant gervasi-la bonanova,barri,2000,874,6,10,2165,21,21,2120,28,36,5464,123,70,7064,158,119
sant gervasi-la bonanova,barri,2001,829,6,12,2063,19,33,2092,28,46,5361,125,106,7116,167,174
sant gervasi-la bonanova,barri,2002,753,7,18,1693,16,53,2143,35,89,6160,156,179,7449,203,244
sant gervasi-la bonanova,barri,2003,704,8,17,1615,14,89,2172,44,150,6089,167,252,7431,237,377
sant gervasi-la bonanova,barri,2004,674,6,17,1595,19,106,2183,44,158,5857,182,271,7418,276,466
sant gervasi-la bonanova,barri,2005,644,5,14,1568,21,145,2228,49,175,5718,186,339,7441,325,511
sant gervasi-la bonanova,barri,2006,601,5,10,1519,27,155,2241,53,198,5544,192,382,7461,346,549
sant gervasi-la bonanova,barri,2007,583,5,7,1459,25,141,2231,61,191,5402,237,290,7520,430,438
sant gervasi-la bonanova,barri,2008,659,7,29,1433,49,414,2244,85,341,5288,266,387,7581,472,498
sant gervasi-la bonanova,barri,2009,620,10,67,1328,76,782,2242,94,510,5243,268,465,7641,526,617
sant gervasi-la bonanova,barri,2010,535,NA,60,1269,63,830,2319,72,482,5411,254,396,7983,541,610
sant gervasi-la bonanova,barri,2011,442,5,63,1196,75,811,2379,68,430,5518,227,357,8197,516,575
sant gervasi-la bonanova,barri,2012,354,NA,47,1114,60,563,2461,69,326,5986,229,330,8414,521,542
sant gervasi-la bonanova,barri,2013,312,NA,30,1053,56,328,2472,69,247,5948,234,314,8566,556,512
sant gervasi-la bonanova,barri,2014,308,6,30,1042,67,309,2423,68,240,5970,217,312,8706,560,541
sant gervasi-la bonanova,barri,2015,297,10,26,1023,40,248,2394,57,208,5971,193,330,8873,537,564
sant gervasi-la bonanova,barri,2016,169,NA,NA,1144,48,265,2259,52,229,5974,203,346,9118,548,659
sant gervasi-la bonanova,barri,2017,154,NA,NA,1057,43,231,2211,61,239,5871,208,385,9173,592,766
sant gervasi-la bonanova,barri,2018,137,NA,5,985,46,193,2230,65,251,5727,201,382,9399,590,778
sant gervasi-la bonanova,barri,2019,116,NA,5,969,56,197,2137,73,260,5548,211,411,9529,687,875
sant gervasi-la bonanova,barri,2020,106,7,NA,905,47,192,2281,76,289,5398,211,457,9600,723,926
sant gervasi-la bonanova,barri,2021,92,7,NA,868,44,199,2275,80,308,5377,197,497,9603,687,1003
sant gervasi-la bonanova,barri,2022,84,6,NA,843,48,179,2220,82,299,5304,220,471,9662,705,969
sant gervasi-la bonanova,barri,2023,69,NA,NA,803,48,201,2326,83,373,5028,231,591,9747,801,1160
sant gervasi-galvany,barri,1997,1946,14,26,4759,32,78,4393,54,46,11033,203,173,13954,248,209
sant gervasi-galvany,barri,1998,1854,13,27,4641,37,93,4332,56,56,11031,222,200,14002,271,238
sant gervasi-galvany,barri,1999,1741,13,31,4513,40,102,4288,55,55,10955,222,233,13987,283,241
sant gervasi-galvany,barri,2000,1606,10,32,4372,40,106,4213,54,58,10878,217,246,13995,309,287
sant gervasi-galvany,barri,2001,1486,10,31,4214,41,145,4141,49,77,10752,221,314,13943,360,392
sant gervasi-galvany,barri,2002,1358,9,59,3470,39,199,4242,72,195,12105,334,524,14592,438,531
sant gervasi-galvany,barri,2003,1276,8,49,3250,34,289,4200,82,313,11927,380,649,14486,565,800
sant gervasi-galvany,barri,2004,1126,7,46,3033,43,337,4155,89,381,11439,410,723,14364,696,1035
sant gervasi-galvany,barri,2005,1067,6,42,2869,39,382,4205,113,444,11067,447,787,14424,840,1199
sant gervasi-galvany,barri,2006,1001,NA,39,2725,46,386,4206,136,509,10852,462,828,14682,948,1288
sant gervasi-galvany,barri,2007,947,12,14,2610,62,347,4182,170,436,10679,524,696,14842,1116,1005
sant gervasi-galvany,barri,2008,1053,12,13,2522,68,373,4199,180,464,10478,549,680,14878,1213,1075
sant gervasi-galvany,barri,2009,1003,9,14,2383,60,438,4193,181,510,10319,540,731,14918,1275,1261
sant gervasi-galvany,barri,2010,866,6,16,2223,60,382,4219,159,457,10418,470,629,15163,1231,1215
sant gervasi-galvany,barri,2011,713,NA,18,2093,48,379,4310,104,469,10470,392,619,15528,1151,1221
sant gervasi-galvany,barri,2012,590,5,9,1995,49,398,4394,97,457,11161,384,630,15946,1196,1243
sant gervasi-galvany,barri,2013,535,5,10,1895,49,373,4364,108,429,11038,409,621,16286,1242,1257
sant gervasi-galvany,barri,2014,490,NA,11,1821,51,365,4262,104,390,10924,405,608,16510,1324,1233
sant gervasi-galvany,barri,2015,456,NA,13,1754,55,352,4223,103,369,10869,431,557,16921,1296,1268
sant gervasi-galvany,barri,2016,248,NA,NA,2007,67,352,3993,99,357,10883,437,540,17199,1369,1351
sant gervasi-galvany,barri,2017,222,NA,5,1872,78,352,3992,113,397,10858,436,561,17367,1502,1611
sant gervasi-galvany,barri,2018,202,NA,6,1765,71,316,4066,109,411,10636,423,570,17585,1576,1673
sant gervasi-galvany,barri,2019,175,NA,NA,1642,77,308,3853,130,442,10362,475,631,17780,1665,1796
sant gervasi-galvany,barri,2020,155,NA,NA,1537,76,305,4043,139,455,10129,476,705,17997,1703,1928
sant gervasi-galvany,barri,2021,128,NA,NA,1543,77,303,3890,134,467,10116,434,761,17953,1592,2109
sant gervasi-galvany,barri,2022,114,NA,NA,1488,79,273,3764,144,461,9980,476,736,18108,1826,2109
sant gervasi-galvany,barri,2023,95,NA,NA,1421,78,269,3877,162,533,9418,488,811,18162,1959,2561
el putxet i el farro,barri,1997,1280,8,14,3117,15,23,3227,28,30,6307,108,88,7556,137,127
el putxet i el farro,barri,1998,1224,9,15,3073,12,30,3223,29,31,6377,113,104,7724,156,139
el putxet i el farro,barri,1999,1146,8,16,3008,12,40,3199,31,41,6360,116,111,7733,169,172
el putxet i el farro,barri,2000,1077,8,16,2905,14,55,3127,30,47,6363,116,128,7737,173,201
el putxet i el farro,barri,2001,1014,8,16,2813,16,77,3063,30,62,6248,124,207,7695,200,296
el putxet i el farro,barri,2002,916,13,18,2366,18,101,3126,54,132,7372,186,325,8133,262,400
el putxet i el farro,barri,2003,899,11,15,2250,19,179,3145,68,211,7236,212,459,8118,341,597
el putxet i el farro,barri,2004,854,11,17,2154,21,204,3133,71,233,6942,246,514,8143,428,779
el putxet i el farro,barri,2005,801,13,15,2089,27,252,3152,76,298,6748,274,555,8151,512,866
el putxet i el farro,barri,2006,767,12,21,2042,27,283,3143,106,323,6524,316,608,8247,616,961
el putxet i el farro,barri,2007,710,14,19,1950,47,252,3096,137,317,6420,381,530,8235,727,817
el putxet i el farro,barri,2008,781,11,11,1877,38,242,3112,144,336,6272,403,518,8301,845,878
el putxet i el farro,barri,2009,728,11,18,1790,42,243,3084,148,350,6126,412,510,8400,916,994
el putxet i el farro,barri,2010,651,7,18,1653,38,234,3161,130,313,6216,378,435,8659,922,952
el putxet i el farro,barri,2011,547,NA,17,1549,38,242,3158,95,300,6307,333,413,8935,873,940
el putxet i el farro,barri,2012,465,NA,12,1482,38,262,3170,93,304,6654,335,423,9206,912,984
el putxet i el farro,barri,2013,437,NA,20,1376,32,239,3120,82,273,6599,342,425,9319,983,958
el putxet i el farro,barri,2014,414,NA,16,1305,32,231,3140,82,267,6545,334,414,9523,1004,920
el putxet i el farro,barri,2015,394,NA,12,1254,32,223,3126,87,247,6590,329,384,9786,982,897
el putxet i el farro,barri,2016,240,NA,NA,1380,40,238,2930,90,261,6603,340,389,10037,1009,918
el putxet i el farro,barri,2017,203,NA,NA,1304,36,223,2886,94,271,6593,330,411,10173,1046,1005
el putxet i el farro,barri,2018,186,NA,NA,1229,43,212,2873,101,279,6476,321,419,10342,1093,1062
el putxet i el farro,barri,2019,158,NA,NA,1152,50,203,2754,103,288,6326,354,458,10459,1237,1186
el putxet i el farro,barri,2020,147,NA,NA,1064,53,225,2888,127,336,6245,370,533,10710,1319,1320
el putxet i el farro,barri,2021,127,NA,NA,1056,49,243,2841,123,367,6254,335,565,10693,1185,1403
el putxet i el farro,barri,2022,111,NA,NA,1005,46,223,2741,130,364,6113,348,528,10827,1241,1406
el putxet i el farro,barri,2023,91,NA,NA,975,45,260,2799,124,386,5777,343,607,10959,1294,1659
gracia,districte,1997,11859,15,49,23464,69,158,17486,68,100,23526,239,300,20357,294,338
gracia,districte,1998,11297,15,52,23287,78,210,17513,72,112,23673,266,368,20601,344,423
gracia,districte,1999,10711,12,49,22890,94,270,17423,80,129,23638,287,443,20736,408,516
gracia,districte,2000,10040,13,49,22309,102,351,17074,80,147,23500,296,568,20830,464,653
gracia,districte,2001,9385,10,57,21611,105,612,16762,86,306,23248,339,960,20987,577,982
gracia,districte,2002,8818,17,134,18841,114,960,17923,155,731,27351,688,1755,22375,748,1469
gracia,districte,2003,8302,14,140,17998,142,1469,17824,198,1151,27195,800,2173,22731,1062,2200
gracia,districte,2004,7701,13,124,17217,147,1581,17662,277,1400,26358,937,2408,23269,1497,2901
gracia,districte,2005,7311,13,135,16591,166,1725,17425,367,1663,25587,1079,2678,23635,1975,3337
gracia,districte,2006,6862,12,137,15975,195,1860,17366,445,1872,25104,1278,2870,24454,2403,3642
gracia,districte,2007,6488,15,116,15352,268,1538,17125,591,1588,24569,1641,2476,24969,3028,3148
gracia,districte,2008,6451,19,127,14815,331,1879,17090,673,1819,24258,1898,2611,25557,3713,3498
gracia,districte,2009,6003,21,161,14020,348,2377,17162,727,2105,24016,1939,2812,26064,4199,4021
gracia,districte,2010,5410,19,182,13204,326,2331,17312,655,2081,24390,1873,2569,26838,4401,3899
gracia,districte,2011,4892,26,172,12642,262,2224,17330,523,1925,24539,1582,2332,27851,4202,3946
gracia,districte,2012,4452,24,153,12193,232,2036,17464,510,1858,25533,1635,2285,29090,4557,4061
gracia,districte,2013,4180,20,130,11768,229,1782,17102,477,1678,25283,1672,2112,29747,4878,3980
gracia,districte,2014,3929,21,120,11343,224,1665,16853,463,1541,24897,1666,2005,30584,5064,3841
gracia,districte,2015,3665,21,104,11016,231,1510,16735,476,1368,24883,1629,1830,31654,5194,3786
gracia,districte,2016,2309,NA,18,12043,253,1611,16195,472,1393,24724,1585,1812,32513,5413,4090
gracia,districte,2017,2086,NA,18,11419,242,1536,16004,543,1576,24568,1600,1946,32859,5674,4737
gracia,districte,2018,1876,NA,16,10794,233,1548,15859,560,1731,24157,1576,2055,33616,5833,4988
gracia,districte,2019,1681,NA,10,10180,272,1556,15390,621,1846,23736,1736,2331,34202,6577,5386
gracia,districte,2020,1548,NA,7,9654,269,1542,15719,684,2086,23349,1824,2599,34670,7037,5818
gracia,districte,2021,1334,NA,9,9241,283,1595,15256,648,2290,23238,1738,2927,34807,6573,6666
gracia,districte,2022,1174,NA,7,8760,314,1432,14990,690,2302,22840,1814,2917,35038,6949,6551
gracia,districte,2023,986,9,7,8348,298,1469,15069,684,2523,22085,1829,3367,35488,7061,7477
vallcarca i els penitents,barri,1997,1278,NA,5,2622,10,14,2083,14,5,3107,56,23,2868,46,56
vallcarca i els penitents,barri,1998,1242,NA,5,2602,11,17,2079,17,9,3085,57,28,2886,45,63
vallcarca i els penitents,barri,1999,1180,NA,5,2554,12,23,2035,17,10,3039,59,42,2885,50,73
vallcarca i els penitents,barri,2000,1119,NA,5,2501,13,27,1989,17,17,3014,59,55,2884,55,87
vallcarca i els penitents,barri,2001,1044,NA,6,2464,12,71,2000,18,40,3036,60,116,2916,70,130
vallcarca i els penitents,barri,2002,994,NA,17,2042,9,128,2237,29,120,3631,97,236,3149,91,192
vallcarca i els penitents,barri,2003,942,NA,18,1960,16,169,2244,33,168,3576,112,297,3141,114,312
vallcarca i els penitents,barri,2004,894,NA,18,1919,21,185,2242,43,216,3465,123,318,3182,170,396
vallcarca i els penitents,barri,2005,837,NA,18,1846,18,223,2219,51,231,3370,135,360,3209,212,461
vallcarca i els penitents,barri,2006,813,NA,10,1820,27,242,2235,58,249,3289,152,380,3289,259,489
vallcarca i els penitents,barri,2007,783,NA,10,1735,48,191,2198,76,205,3204,204,323,3337,284,404
vallcarca i els penitents,barri,2008,793,6,9,1688,46,188,2206,79,213,3163,202,298,3380,353,434
vallcarca i els penitents,barri,2009,739,7,10,1620,41,221,2219,80,211,3132,210,311,3451,392,487
vallcarca i els penitents,barri,2010,670,NA,10,1508,31,200,2246,68,213,3212,190,284,3537,404,427
vallcarca i els penitents,barri,2011,616,NA,7,1428,30,195,2278,48,207,3242,165,263,3659,400,445
vallcarca i els penitents,barri,2012,558,NA,7,1364,34,181,2298,51,197,3443,162,251,3799,427,459
vallcarca i els penitents,barri,2013,531,NA,7,1338,34,186,2252,48,189,3398,157,238,3891,448,439
vallcarca i els penitents,barri,2014,502,NA,7,1290,28,166,2209,47,202,3334,166,253,4017,445,406
vallcarca i els penitents,barri,2015,466,NA,6,1263,30,163,2227,53,191,3315,179,222,4164,461,372
vallcarca i els penitents,barri,2016,310,NA,NA,1410,31,169,2179,48,184,3296,175,232,4254,472,425
vallcarca i els penitents,barri,2017,284,NA,NA,1366,30,169,2188,64,211,3300,192,235,4307,472,489
vallcarca i els penitents,barri,2018,254,NA,NA,1282,37,179,2189,64,242,3290,200,245,4439,488,521
vallcarca i els penitents,barri,2019,236,NA,NA,1201,42,175,2110,63,249,3243,207,276,4548,556,572
vallcarca i els penitents,barri,2020,223,NA,NA,1156,39,186,2197,69,290,3213,219,305,4627,631,608
vallcarca i els penitents,barri,2021,193,NA,NA,1123,41,198,2157,63,298,3242,205,360,4655,601,685
vallcarca i els penitents,barri,2022,179,NA,NA,1098,36,166,2091,63,289,3189,213,341,4731,614,664
vallcarca i els penitents,barri,2023,154,NA,NA,1040,30,173,2138,73,294,3118,200,393,4868,625,790
el coll,barri,1997,895,NA,NA,1430,5,12,1158,NA,NA,1207,15,13,824,20,16
el coll,barri,1998,856,NA,NA,1420,5,15,1168,NA,NA,1228,14,17,821,21,18
el coll,barri,1999,815,NA,NA,1408,6,19,1196,NA,NA,1243,12,17,820,25,18
el coll,barri,2000,787,NA,NA,1406,5,28,1167,NA,NA,1228,16,22,818,26,26
el coll,barri,2001,754,NA,NA,1364,5,41,1140,NA,7,1243,15,37,834,30,34
el coll,barri,2002,718,NA,7,1209,6,67,1226,NA,28,1457,26,72,918,32,50
el coll,barri,2003,687,NA,8,1141,7,103,1217,7,50,1480,34,114,964,58,80
el coll,barri,2004,636,NA,8,1096,8,117,1205,7,70,1501,45,132,1006,66,120
el coll,barri,2005,611,NA,10,1070,9,115,1177,8,83,1450,52,144,1046,83,148
el coll,barri,2006,590,NA,12,1033,13,117,1165,13,111,1423,50,166,1079,99,163
el coll,barri,2007,558,NA,5,1008,16,99,1154,19,89,1403,67,156,1131,121,127
el coll,barri,2008,552,NA,5,993,16,116,1185,29,109,1414,76,159,1159,139,165
el coll,barri,2009,520,NA,6,940,18,117,1183,32,122,1399,97,153,1172,150,189
el coll,barri,2010,472,NA,NA,894,26,100,1206,30,107,1435,108,140,1199,173,151
el coll,barri,2011,430,NA,NA,876,25,103,1244,31,112,1443,103,162,1246,156,193
el coll,barri,2012,395,NA,8,854,20,121,1249,35,123,1495,104,161,1290,145,198
el coll,barri,2013,371,NA,13,838,20,110,1227,33,120,1501,94,150,1300,157,204
el coll,barri,2014,360,NA,9,820,22,102,1231,33,109,1512,91,138,1315,161,195
el coll,barri,2015,344,NA,6,816,27,98,1265,37,103,1523,94,133,1392,192,182
el coll,barri,2016,195,NA,NA,968,27,107,1257,30,115,1514,84,132,1460,196,184
el coll,barri,2017,181,NA,NA,919,22,103,1243,32,132,1541,81,131,1474,199,209
el coll,barri,2018,171,NA,NA,895,19,115,1227,29,147,1520,78,147,1555,200,211
el coll,barri,2019,152,NA,NA,870,19,111,1207,35,152,1506,92,170,1578,240,228
el coll,barri,2020,138,NA,NA,830,16,120,1252,36,189,1483,95,202,1602,252,278
el coll,barri,2021,114,NA,NA,790,13,126,1254,36,212,1497,97,227,1643,229,320
el coll,barri,2022,102,NA,NA,767,11,118,1225,51,190,1488,96,237,1695,231,309
el coll,barri,2023,87,NA,NA,755,15,127,1226,45,229,1447,93,266,1766,218,344
la salut,barri,1997,886,NA,7,2084,10,16,1890,10,13,3003,31,30,2802,27,23
la salut,barri,1998,862,NA,7,2084,11,17,1906,12,9,3022,33,34,2810,34,27
la salut,barri,1999,922,NA,9,2050,14,19,1925,13,13,3006,33,44,2795,33,35
la salut,barri,2000,881,NA,10,2035,19,28,1907,13,13,2951,30,49,2781,33,54
la salut,barri,2001,833,NA,10,1979,18,49,1876,11,31,2893,45,79,2776,40,82
la salut,barri,2002,799,NA,17,1701,14,80,1964,13,58,3321,69,133,2916,59,135
la salut,barri,2003,754,NA,17,1626,18,105,1980,13,97,3256,78,174,2934,79,219
la salut,barri,2004,720,NA,20,1551,17,112,1962,26,124,3147,92,210,2951,119,262
la salut,barri,2005,714,NA,18,1499,17,133,1953,40,144,3042,107,235,2952,146,287
la salut,barri,2006,680,NA,15,1447,17,141,1952,46,134,2973,118,236,2987,175,292
la salut,barri,2007,655,NA,15,1417,24,105,1918,70,126,2857,158,195,2996,228,258
la salut,barri,2008,671,NA,12,1370,24,125,1937,69,141,2802,179,214,3070,274,302
la salut,barri,2009,637,NA,11,1317,29,120,1937,63,154,2752,169,218,3113,314,344
la salut,barri,2010,576,NA,12,1251,25,119,1940,57,154,2834,169,215,3253,322,343
la salut,barri,2011,510,6,13,1193,24,129,1958,56,170,2844,142,211,3291,317,349
la salut,barri,2012,474,6,17,1160,21,133,1940,52,161,2980,134,204,3400,340,363
la salut,barri,2013,450,5,20,1124,20,119,1922,53,140,2974,159,185,3461,368,338
la salut,barri,2014,431,6,21,1076,29,122,1925,47,126,2944,154,157,3566,374,339
la salut,barri,2015,411,NA,14,1060,32,143,1886,51,113,2930,154,164,3663,401,318
la salut,barri,2016,211,NA,5,1228,37,153,1823,48,106,2873,136,166,3747,389,344
la salut,barri,2017,187,NA,7,1180,31,165,1800,48,152,2876,137,175,3776,407,375
la salut,barri,2018,175,NA,7,1120,29,185,1772,59,177,2821,148,184,3840,428,402
la salut,barri,2019,150,NA,NA,1062,34,191,1729,63,189,2786,157,229,3901,494,428
la salut,barri,2020,140,NA,NA,1024,33,194,1767,60,222,2752,166,253,3941,523,447
la salut,barri,2021,121,NA,NA,982,32,182,1686,61,243,2720,153,295,4003,493,519
la salut,barri,2022,113,NA,NA,939,29,141,1692,59,252,2679,142,277,4094,521,469
la salut,barri,2023,95,5,NA,900,31,160,1693,62,253,2567,146,298,4152,577,564
la vila de gracia,barri,1997,5722,NA,24,10953,31,83,7072,26,60,8953,93,159,7520,138,165
